booking_id,flight_id,booking_date,status,seat_number,passenger_key,flight_schedule_key,airline,route,duration_minutes,has_anomaly,flight_match_status,amount,payment_method,payment_status
B1552,UK046,2026-02-06 11:37:36,PENDING,32D,c9d3c2607bfb0c7a4c216e7e9f9564cca696234d965cfb51573032faf1b08e30,cea5b893a565c5a0079b,Vistara,CCU - DEL,148,False,Matched,12589.6,NETBANKING,Recorded
B1553,SJ217,2025-11-15 11:37:36,CONFIRMED,33D,162e3166dd3a5e50e244d4562f5593bab6bb1f380e7fc2ff3a1abf5fb8e512aa,e420850bb47e71457f84,Spicejet,BOM - CCU,187,False,Matched,1883.33,UPI,Recorded
B1554,6F142,2025-08-26 11:37:36,CANCELLED,8D,ddae78000f1b3d91ad9208be50b2c3f08a829fe1417afe1f9d81ff6cfe7e27e5,45452f8020851683b969,IndiGo,CCU - MAA,239,False,Matched,,,
B1555,SJ139,2026-04-04 11:37:36,CONFIRMED,3B,3a38a0d5fc7a070581f3c5d9f928c2b39adf9d0b74d30c7051f5aa835001c925,d922a7b533a248099644,Spicejet,DEL - BLR,222,False,Matched,13344.12,NETBANKING,Recorded
B1556,6F059,2026-01-18 11:37:36,CANCELLED,31D,d56d94ffc5be847a89e25b7dde0a7aed65412927e61d3bb59c83d42a525bbd6c,41fe9e1c5b71b093b5a9,IndiGo,BOM - DEL,290,False,Matched,,,
B1557,6F067,2025-08-10 11:37:36,PENDING,17A,4832050ee166b27ef95d37edce6905229d34e22ab7bdadb2127fc6a668347f0a,3a80289096b7016a4bfa,IndiGo,MAA - BLR,183,False,Matched,13664.47,NETBANKING,Recorded
B1557,6F067,2025-08-10 11:37:36,PENDING,17A,4832050ee166b27ef95d37edce6905229d34e22ab7bdadb2127fc6a668347f0a,3a80289096b7016a4bfa,IndiGo,MAA - BLR,183,False,Matched,4044.27,UPI,Recorded
B1558,AI007,2025-08-07 11:37:36,PENDING,27A,db93af3303ddc81bddddfc8282e62941d088d4d3abc14f310783273408cedf59,a9f82f19b36f187fd735,Air India,MAA - DEL,120,False,Matched,8770.08,UPI,Recorded
B1558,AI007,2025-08-07 11:37:36,PENDING,27A,db93af3303ddc81bddddfc8282e62941d088d4d3abc14f310783273408cedf59,a9f82f19b36f187fd735,Air India,MAA - DEL,120,False,Matched,6827.65,UPI,Recorded
B1559,UK202,2026-01-20 11:37:36,CONFIRMED,5F,911b64066f0f576598833b41af541c099adc2a5b6d358983d841c171cc3bbd40,e9e51e84057787b2a472,Vistara,DEL - HYD,266,False,Matched,3622.91,NETBANKING,Recorded
B1560,AI200,2026-03-07 11:37:36,CONFIRMED,18C,598e1e9e9fabd3c5d888e1ecf2f784a123c2ab4e9d2b6ee644e23698040ff589,4d2eb038d43ecb2a3c35,Air India,HYD - MAA,204,False,Matched,,,
B1561,UK172,2026-01-27 11:37:36,PENDING,18C,5858df78f01958b0111233d8e507d8d6d18e089eee116efbcda169436a907c46,b64e15adb570a18521ac,Vistara,DEL - BOM,181,False,Matched,8371.27,CARD,Recorded
B1561,UK172,2026-01-27 11:37:36,PENDING,18C,5858df78f01958b0111233d8e507d8d6d18e089eee116efbcda169436a907c46,b64e15adb570a18521ac,Vistara,DEL - BOM,181,False,Matched,3136.04,UPI,Recorded
B1562,6F214,2025-05-01 11:37:36,CONFIRMED,10B,aa511ce37b291de0fdeb133ad4de030b9893791821e9fb24532f2ff4db9fdad7,1711c537f03b482af9ad,IndiGo,BOM - CCU,239,False,Matched,6572.09,UPI,Recorded
B1563,UK037,2025-09-11 11:37:36,PENDING,27B,356255e226072ec7834e6b0e31dc88e0dfb38f5bbee67f8252028eb77d2f415f,f457134691f42257a640,Vistara,BLR - BOM,242,False,Matched,,,
B1564,AI022,2025-08-14 11:37:36,PENDING,17F,b6091a8ccb77fbbcafe2bbf93e21d3742abba345c4a6afdaacec868681667041,53772e8bc79fe47c1fe9,Air India,BOM - MAA,115,False,Matched,3514.52,NETBANKING,Recorded
B1565,AI243,2026-02-06 11:37:36,CANCELLED,20D,efc829d7618da82a7dc9d3934deada2f686ab241627dbe9f3d161e6182664bc1,979d3ea0b43bde004676,Air India,BLR - BOM,139,False,Matched,3438.58,UPI,Recorded
B1565,AI243,2026-02-06 11:37:36,CANCELLED,20D,efc829d7618da82a7dc9d3934deada2f686ab241627dbe9f3d161e6182664bc1,979d3ea0b43bde004676,Air India,BLR - BOM,139,False,Matched,3804.91,UPI,Recorded
B1566,SJ174,2025-10-08 11:37:36,CONFIRMED,29F,e9510e620cd765cbfaca4a39e383a6b292699edb0a0695d3ad7c2b2b2f99038d,44f3e6fbe392b4c5e213,Spicejet,CCU - DEL,55,False,Matched,11489.31,CARD,Recorded
B1566,SJ174,2025-10-08 11:37:36,CONFIRMED,29F,e9510e620cd765cbfaca4a39e383a6b292699edb0a0695d3ad7c2b2b2f99038d,44f3e6fbe392b4c5e213,Spicejet,CCU - DEL,55,False,Matched,14905.16,CARD,Recorded
B1567,SJ079,2025-11-13 11:37:36,PENDING,9A,870103fc89eae28913c4e579248927213a928ce2cd4302a3bfcb7813f9bc6fb9,bd222897f771448c3686,Spicejet,HYD - DEL,184,False,Matched,10982.24,CARD,Recorded
B1568,UK097,2025-12-21 11:37:36,CONFIRMED,21A,ae5cbb12c08deb8959b846538aac9646cee622bf38dab9e5a5c9b7f5ef76ea26,3244535543e0ff53cb0a,Vistara,HYD - BOM,251,False,Matched,,NETBANKING,Missing amount
B1569,AI013,2025-12-26 11:37:36,CANCELLED,14E,6dc6f66c877048576f1c01067f8ff9ba4a043abcd1b02cab427b28867713de8d,7af7d04358d05407f078,Air India,HYD - BLR,77,False,Matched,,,
B1570,UK196,2025-11-21 11:37:36,CANCELLED,25E,ee5de2641a155e56ffe327f86b56c590dc64eee22052605c0c24442fc597af22,93c67f52180e739ef280,Vistara,BOM - HYD,257,False,Matched,11109.36,UPI,Recorded
B1570,UK196,2025-11-21 11:37:36,CANCELLED,25E,ee5de2641a155e56ffe327f86b56c590dc64eee22052605c0c24442fc597af22,93c67f52180e739ef280,Vistara,BOM - HYD,257,False,Matched,3945.41,UPI,Recorded
B1571,SJ213,2025-11-06 11:37:36,CONFIRMED,2C,27b6259e7394c8c2ca99b22b9f887e890417ed9630310fb1d546b9192b3bb589,aea12c854361bb3f31ca,Spicejet,BOM - CCU,209,False,Matched,,,
B1572,UK119,2025-05-26 11:37:36,CONFIRMED,5D,9fa970e3ca122922ecfbd33c235a19fd5c7052fb5ab8dd832b0c8b2ec6521a08,7c48175f883813df51c3,Vistara,BOM - CCU,257,False,Matched,,NETBANKING,Missing amount
B1572,UK119,2025-05-26 11:37:36,CONFIRMED,5D,9fa970e3ca122922ecfbd33c235a19fd5c7052fb5ab8dd832b0c8b2ec6521a08,7c48175f883813df51c3,Vistara,BOM - CCU,257,False,Matched,13849.86,NETBANKING,Recorded
B1573,AI043,2026-03-18 11:37:36,PENDING,19B,956eac750175709fe2f8d966f3a89fea7b416ddbb8f5c81536f7e50ce4e26f21,68ef47da4e4d02062f2b,Air India,CCU - DEL,249,False,Matched,7629.97,NETBANKING,Recorded
B1574,AI043,2025-04-29 11:37:36,CANCELLED,18A,14ed801442b32a0e762ca3f1adf6d89673a6eb9e8e1898a4780f21db5948f249,68ef47da4e4d02062f2b,Air India,CCU - DEL,249,False,Matched,13905.05,UPI,Recorded
B1575,AI143,2025-06-16 11:37:36,CANCELLED,2B,ab45de21887587a2f466e4beb42ae57d9c7e6219a6e1e4f39d1e03f7c5a1c765,185ee8b873ef03b1ebdd,Air India,CCU - DEL,38,True,Matched,12516.91,CARD,Recorded
B1576,SJ032,2025-10-20 11:37:36,UNKNOWN,6F,de036d48d476fee80d10d30b480b0aa765e2bffe053ed019e1995f550f542cce,bd26bab4cfd85d18f94a,Spicejet,MAA - BOM,142,False,Matched,,CARD,Missing amount
B1577,6F050,2026-01-24 11:37:36,CONFIRMED,23A,5ee1d6a18fa857c9545a90481568f5507ef1b23a4cf92d6c6614548e3b033d0a,efb9908a575ae399a1d2,IndiGo,DEL - BOM,237,False,Matched,,,
B1578,AI134,2025-12-25 11:37:36,PENDING,6B,e42e1eddcd26dc9468e3b7a2c1b09e27d5c02058270d80b1aa8133306b495d10,929d560c048fda70c9f6,Air India,HYD - BOM,235,False,Matched,,UPI,Missing amount
B1578,AI134,2025-12-25 11:37:36,PENDING,6B,e42e1eddcd26dc9468e3b7a2c1b09e27d5c02058270d80b1aa8133306b495d10,929d560c048fda70c9f6,Air India,HYD - BOM,235,False,Matched,1897.18,CARD,Recorded
B1578,AI134,2025-12-25 11:37:36,PENDING,6B,e42e1eddcd26dc9468e3b7a2c1b09e27d5c02058270d80b1aa8133306b495d10,929d560c048fda70c9f6,Air India,HYD - BOM,235,False,Matched,2200.51,UPI,Recorded
B1579,6F182,2025-04-24 11:37:36,CONFIRMED,28E,c6bffda31868897270f3c86d3fd040b3ea2a6fcb2783412dd53d56b23f7f7aaf,b5a4dec6348b31248148,IndiGo,BOM - CCU,128,False,Matched,6611.83,CARD,Recorded
B1579,6F182,2025-04-24 11:37:36,CONFIRMED,28E,c6bffda31868897270f3c86d3fd040b3ea2a6fcb2783412dd53d56b23f7f7aaf,b5a4dec6348b31248148,IndiGo,BOM - CCU,128,False,Matched,2832.27,NETBANKING,Recorded
B1580,SJ086,2025-10-08 11:37:36,CONFIRMED,20D,f429fa87be8b29de67cd643627dae3fe7d3af1b010a383b584594541e619eb45,4613669a4d46ac6be904,Spicejet,CCU - DEL,225,False,Matched,10617.14,CARD,Recorded
B1580,SJ086,2025-10-08 11:37:36,CONFIRMED,20D,f429fa87be8b29de67cd643627dae3fe7d3af1b010a383b584594541e619eb45,4613669a4d46ac6be904,Spicejet,CCU - DEL,225,False,Matched,11400.72,UPI,Recorded
B1580,SJ086,2025-10-08 11:37:36,CONFIRMED,20D,f429fa87be8b29de67cd643627dae3fe7d3af1b010a383b584594541e619eb45,4613669a4d46ac6be904,Spicejet,CCU - DEL,225,False,Matched,4607.2,UPI,Recorded
B1581,6F170,2025-08-06 11:37:36,CONFIRMED,3D,e993f65750a871310e0d847a3c6485824c90ba4b119716e09c6e1a73cee69f37,c9f0fb53bad386dc0ca2,IndiGo,HYD - DEL,90,False,Matched,,UPI,Missing amount
B1581,6F170,2025-08-06 11:37:36,CONFIRMED,3D,e993f65750a871310e0d847a3c6485824c90ba4b119716e09c6e1a73cee69f37,c9f0fb53bad386dc0ca2,IndiGo,HYD - DEL,90,False,Matched,9514.99,NETBANKING,Recorded
B1582,UK168,2025-04-24 11:37:36,PENDING,34B,f9a0734f9f03fe48446fce1413beb9aa3da5c3b8f22c89098b27b16e9346978a,58bbba046e7b46d1e33a,Vistara,BLR - CCU,49,False,Matched,13552.0,UPI,Recorded
B1583,SJ072,2026-02-22 11:37:36,UNKNOWN,33D,4fcb8bd8cda745e38cc385e11df454f7016144f4a1e8970541c3bb6a4063585f,28d4dda71d22ca9f4049,Spicejet,DEL - HYD,170,False,Matched,,,
B1584,UK075,2025-04-28 11:37:36,CANCELLED,21C,eb5548333e91ca0e7c4594ea2cab4f842c16272c46fb164835d9b4203e6be61e,3b0b2a1b898b13ce856b,Vistara,MAA - CCU,279,False,Matched,13317.93,NETBANKING,Recorded
B1584,UK075,2025-04-28 11:37:36,CANCELLED,21C,eb5548333e91ca0e7c4594ea2cab4f842c16272c46fb164835d9b4203e6be61e,3b0b2a1b898b13ce856b,Vistara,MAA - CCU,279,False,Matched,13148.95,CARD,Recorded
B1585,6F233,2026-01-08 11:37:36,CANCELLED,1C,898ae1bb981bfb9841cda6a958dfeec343bc580477b1bbab47bd1afb0eae5169,545f9c64489c93259ca1,IndiGo,BLR - BOM,237,False,Matched,11603.63,NETBANKING,Recorded
B1585,6F233,2026-01-08 11:37:36,CANCELLED,1C,898ae1bb981bfb9841cda6a958dfeec343bc580477b1bbab47bd1afb0eae5169,545f9c64489c93259ca1,IndiGo,BLR - BOM,237,False,Matched,11914.07,UPI,Recorded
B1585,6F233,2026-01-08 11:37:36,CANCELLED,1C,898ae1bb981bfb9841cda6a958dfeec343bc580477b1bbab47bd1afb0eae5169,545f9c64489c93259ca1,IndiGo,BLR - BOM,237,False,Matched,,UPI,Missing amount
B1586,SJ143,2025-11-13 11:37:36,CANCELLED,25B,7b2ee690d5555d1080ee9f123e800ae6681fd66c73b8398e14073d70b9d85957,6a66aa51f5de41efae32,Spicejet,DEL - BOM,57,False,Matched,,,
B1587,SJ246,2025-06-28 11:37:36,PENDING,34E,f58a747a7b03487453620906225a436596ae0d2004b1d9544efbc4d6f1b1539b,30d83f7c7e12ee75d22e,Spicejet,BOM - DEL,60,False,Matched,11740.35,NETBANKING,Recorded
B1588,SJ247,2025-11-04 11:37:36,CONFIRMED,10B,bd609dc519d2e33e554ca20e6d33edfa3d78b4d044c8b6e286580475a06f9c1d,bf698df5a3d6a585842d,Spicejet,DEL - BOM,245,False,Matched,12810.22,UPI,Recorded
B1589,UK157,2025-08-31 11:37:36,PENDING,3D,ba79c2e6775e981ce5c8d12a0e9608bf1ccc2f5848e24a503359a075674b594b,e0c724e16434107c5583,Vistara,CCU - BOM,60,False,Matched,3501.28,CARD,Recorded
B1589,UK157,2025-08-31 11:37:36,PENDING,3D,ba79c2e6775e981ce5c8d12a0e9608bf1ccc2f5848e24a503359a075674b594b,e0c724e16434107c5583,Vistara,CCU - BOM,60,False,Matched,11781.84,UPI,Recorded
B1589,UK157,2025-08-31 11:37:36,PENDING,3D,ba79c2e6775e981ce5c8d12a0e9608bf1ccc2f5848e24a503359a075674b594b,e0c724e16434107c5583,Vistara,CCU - BOM,60,False,Matched,14149.64,UPI,Recorded
B1590,UK069,2026-04-01 11:37:36,CONFIRMED,25B,c69ccdd28d49f45a7fc731ed0e94f53c2e3c554d308e2851f958d4d5f19187c3,2ebe24307c5ba08c1680,Vistara,CCU - DEL,133,False,Matched,1015.84,UPI,Recorded
B1591,AI106,2025-11-20 11:37:36,CANCELLED,8A,9d1c0bb4ace3ae8983253093908f0da529bf20105c38d85fce3132e45435e704,ad89dcdfa7eb63d3f304,Air India,HYD - BLR,73,False,Matched,5274.56,UPI,Recorded
B1591,AI106,2025-11-20 11:37:36,CANCELLED,8A,9d1c0bb4ace3ae8983253093908f0da529bf20105c38d85fce3132e45435e704,ad89dcdfa7eb63d3f304,Air India,HYD - BLR,73,False,Matched,11559.24,UPI,Recorded
B1592,UK085,2025-11-17 11:37:36,CONFIRMED,24F,6910fbe367b52e668d3e92392ccec37fd0d6bcbf0c0dec14eefa1d3121f6c73b,79e9968ab218583e34ea,Vistara,MAA - DEL,62,False,Matched,,,
B1593,6F087,2025-09-24 11:37:36,UNKNOWN,1A,e58051bc8245f457a982595859c340310f19736a90d9d7426f69a61a5269c934,7f38c3baef7818e6798c,IndiGo,DEL - HYD,226,False,Matched,,,
B1594,AI067,2025-06-01 11:37:36,CONFIRMED,25E,91a5d2dc88aefc2877cfc271b8430ecf3dd1ab5562d1a35707f439af22f97555,7e254032b557fcc73d53,Air India,HYD - DEL,213,False,Matched,1448.88,NETBANKING,Recorded
B1595,6F226,2026-01-07 11:37:36,PENDING,4E,8a31278a36321438d93dbb0ad90f4f9bbf589f99a62d7e69d0cbff9804b0910d,6e72c00b15b735736745,IndiGo,DEL - BOM,137,False,Matched,13806.53,UPI,Recorded
B1595,6F226,2026-01-07 11:37:36,PENDING,4E,8a31278a36321438d93dbb0ad90f4f9bbf589f99a62d7e69d0cbff9804b0910d,6e72c00b15b735736745,IndiGo,DEL - BOM,137,False,Matched,11063.32,UPI,Recorded
B1596,SJ210,2025-12-20 11:37:36,CONFIRMED,15E,37ffd5fe9f50c92481755fd3610639b4c59f05a893aa69b66fcd10d67ccbd30f,8e71af05ee87e9d3ce37,Spicejet,HYD - CCU,213,False,Matched,3495.5,UPI,Recorded
B1596,SJ210,2025-12-20 11:37:36,CONFIRMED,15E,37ffd5fe9f50c92481755fd3610639b4c59f05a893aa69b66fcd10d67ccbd30f,8e71af05ee87e9d3ce37,Spicejet,HYD - CCU,213,False,Matched,14525.4,UPI,Recorded
B1597,6F269,2025-10-23 11:37:36,CONFIRMED,33A,f18c71a9b458998c91a04bf12f515beb862e2f6956b529e55b8306fcd1d85479,f4d35d0882225aefca7d,IndiGo,HYD - MAA,82,False,Matched,11103.08,CARD,Recorded
B1597,6F269,2025-10-23 11:37:36,CONFIRMED,33A,f18c71a9b458998c91a04bf12f515beb862e2f6956b529e55b8306fcd1d85479,f4d35d0882225aefca7d,IndiGo,HYD - MAA,82,False,Matched,8089.18,UPI,Recorded
B1598,UK013,2026-01-02 11:37:36,CONFIRMED,11B,def79692bcff6655bbd2a2e05ea026e16fdd81de6d9675a525b6a962ee96b28f,0e793ffc070ae01e6ddd,Vistara,BOM - MAA,180,False,Matched,1959.04,CARD,Recorded
B1598,UK013,2026-01-02 11:37:36,CONFIRMED,11B,def79692bcff6655bbd2a2e05ea026e16fdd81de6d9675a525b6a962ee96b28f,0e793ffc070ae01e6ddd,Vistara,BOM - MAA,180,False,Matched,14019.19,NETBANKING,Recorded
B1599,UK013,2025-09-30 11:37:36,PENDING,9E,31dfbcb9450c466e57b70d8f3edc972f28bd7d79c188ebe7ef05f15dcbc6a716,0e793ffc070ae01e6ddd,Vistara,BOM - MAA,180,False,Matched,,,
B1600,UK143,2025-07-20 11:37:36,PENDING,2C,ee132d8ffe1f92d54dad8673528545107e0bd68c877793f416d44e45d05dabfc,0ade6dd49b38f27baa6b,Vistara,BLR - BOM,74,False,Matched,12808.71,NETBANKING,Recorded
B1600,UK143,2025-07-20 11:37:36,PENDING,2C,ee132d8ffe1f92d54dad8673528545107e0bd68c877793f416d44e45d05dabfc,0ade6dd49b38f27baa6b,Vistara,BLR - BOM,74,False,Matched,11274.54,CARD,Recorded
B1601,6F262,2025-09-07 11:37:36,PENDING,28D,e21266d0494566a73978983393c393c5c3645489df0a121d647c5d438adf308b,1141bba5318afa593df6,IndiGo,MAA - DEL,63,False,Matched,,,
B1602,6F042,2025-07-07 11:37:36,UNKNOWN,2A,40f7f9e1d61e37eff4ee77339a69c8a44c466bc9a8dd534404251ee90898a55c,a34683bcf65a58dff274,IndiGo,HYD - DEL,246,False,Matched,4028.21,NETBANKING,Recorded
B1603,SJ118,2025-12-06 11:37:36,CANCELLED,17E,898ae1bb981bfb9841cda6a958dfeec343bc580477b1bbab47bd1afb0eae5169,4bb8472e56e8b15934fa,Spicejet,DEL - BOM,85,False,Matched,,,
B1604,SJ118,2025-11-17 11:37:36,CANCELLED,3C,a75ca826a7296faacd627647b904b6e208b5ac89e3b1e3ec29b4f31d1c21d5b3,4bb8472e56e8b15934fa,Spicejet,DEL - BOM,85,False,Matched,,,
B1605,SJ082,2025-10-03 11:37:36,CANCELLED,6C,3affa3f0edce1c0c0f28e38acfc6021d3666b9400e02958ff2860bbbfb2acefb,d9053353efae6112e321,Spicejet,BOM - DEL,39,True,Matched,,CARD,Missing amount
B1606,6F015,2025-07-18 11:37:36,CONFIRMED,23E,4f780b442ed5082377d9ec416854dce0bcb7f9328db65a80d08953305f9c2c85,f8785982dbed496542ac,IndiGo,BOM - CCU,168,False,Matched,6829.49,CARD,Recorded
B1606,6F015,2025-07-18 11:37:36,CONFIRMED,23E,4f780b442ed5082377d9ec416854dce0bcb7f9328db65a80d08953305f9c2c85,f8785982dbed496542ac,IndiGo,BOM - CCU,168,False,Matched,5934.1,UPI,Recorded
B1606,6F015,2025-07-18 11:37:36,CONFIRMED,23E,4f780b442ed5082377d9ec416854dce0bcb7f9328db65a80d08953305f9c2c85,f8785982dbed496542ac,IndiGo,BOM - CCU,168,False,Matched,8323.82,CARD,Recorded
B1607,AI101,2026-02-02 11:37:36,INVALID,30F,df7de4735d3a75deb0ff21ebef965fb45966005351ffb6ba62517e6ff920efa1,b8d61bc98c6dafb421ab,Air India,DEL - BLR,183,False,Matched,10198.91,CARD,Recorded
B1607,AI101,2026-02-02 11:37:36,INVALID,30F,df7de4735d3a75deb0ff21ebef965fb45966005351ffb6ba62517e6ff920efa1,b8d61bc98c6dafb421ab,Air India,DEL - BLR,183,False,Matched,2887.17,NETBANKING,Recorded
B1608,SJ110,2025-06-28 11:37:36,CANCELLED,10B,37663045e120015ce062a637662f8acc6123a30d75706ee8fec724aa5b6562c4,db2a4b752f13dc8dc5c3,Spicejet,CCU - DEL,33,True,Matched,,,
B1609,SJ042,2025-10-21 11:37:36,CANCELLED,19D,814200fc14d2b550ea13d59854c95be78e5aea051010ab3f81f8f8d2a2dbba9c,add86a9c4fcd488ddd13,Spicejet,HYD - CCU,222,False,Matched,,,
B1610,6F145,2025-10-13 11:37:36,CONFIRMED,27A,aef7c6e2e431639c2e67f83a80da1f9a0a5716a34c7cb315d1defaaf2928b98c,c084ca1f4df40733ae54,IndiGo,CCU - DEL,76,False,Matched,5809.44,NETBANKING,Recorded
B1611,UK029,2026-01-05 11:37:36,CANCELLED,14C,e58051bc8245f457a982595859c340310f19736a90d9d7426f69a61a5269c934,b04b409506860907f200,Vistara,DEL - BOM,169,False,Matched,10642.75,CARD,Recorded
B1611,UK029,2026-01-05 11:37:36,CANCELLED,14C,e58051bc8245f457a982595859c340310f19736a90d9d7426f69a61a5269c934,b04b409506860907f200,Vistara,DEL - BOM,169,False,Matched,11754.89,NETBANKING,Recorded
B1612,SJ200,2025-04-18 11:37:36,CANCELLED,28C,f369c1f4618c7e454e21a55cce43145e3d39b0a9ceae7d27a456f1866ab5b68e,6e7fe44d78199b8fa0cd,Spicejet,BOM - DEL,167,False,Matched,,,
B1613,SJ209,2026-01-29 11:37:36,CONFIRMED,6A,f219d3dacb9b5de3bbf7fd45d6ace7dc3dafff853f880b84c2d8fb743aa5cce0,020d58005f62e9d2fa93,Spicejet,BLR - BOM,221,False,Matched,11718.47,UPI,Recorded
B1613,SJ209,2026-01-29 11:37:36,CONFIRMED,6A,f219d3dacb9b5de3bbf7fd45d6ace7dc3dafff853f880b84c2d8fb743aa5cce0,020d58005f62e9d2fa93,Spicejet,BLR - BOM,221,False,Matched,4590.83,NETBANKING,Recorded
B1614,AI116,2025-05-11 11:37:36,UNKNOWN,30B,c2f1c0e1d67098c840fa37006c0c0e38c3f74cc3a8420bbf5d07427f3364559a,7ef2cf09bba6abac2d6b,Air India,CCU - BOM,207,False,Matched,2806.52,NETBANKING,Recorded
B1614,AI116,2025-05-11 11:37:36,UNKNOWN,30B,c2f1c0e1d67098c840fa37006c0c0e38c3f74cc3a8420bbf5d07427f3364559a,7ef2cf09bba6abac2d6b,Air India,CCU - BOM,207,False,Matched,6159.25,UPI,Recorded
B1615,6F117,2025-05-23 11:37:36,CANCELLED,33B,bb183b4690d3efd346fbec911a404a21d33a3e6b58a5bc72007f3e02b63757a5,9701fee86d2bf049a5d5,IndiGo,CCU - DEL,65,False,Matched,11017.88,UPI,Recorded
B1615,6F117,2025-05-23 11:37:36,CANCELLED,33B,bb183b4690d3efd346fbec911a404a21d33a3e6b58a5bc72007f3e02b63757a5,9701fee86d2bf049a5d5,IndiGo,CCU - DEL,65,False,Matched,2652.76,CARD,Recorded
B1616,SJ181,2025-12-23 11:37:36,PENDING,17A,c04bf8dabb0960be3b9a2559c38953628b2ea7e7c256cd35a899f5e4cfecca23,84b4afb1cf123c2421fd,Spicejet,BOM - BLR,89,False,Matched,,,
B1617,AI070,2025-05-10 11:37:36,INVALID,18A,aa80ec2f3afed5cbf5f1a63efa66789075f11e35e74bbfbc2fac79f351f71016,f269dc2630f9a805164c,Air India,CCU - DEL,99,False,Matched,12237.51,CARD,Recorded
B1618,AI070,2026-01-19 11:37:36,CONFIRMED,1B,6add05d809a741fa3d0f3c5e46a2aae27ebee54a96086baac7b0a4daa779348e,f269dc2630f9a805164c,Air India,CCU - DEL,99,False,Matched,6904.57,NETBANKING,Recorded
B1619,UK042,2026-02-05 11:37:36,PENDING,13A,fe934a263f6da1ef48bae751ac38de78f000472728035c4f073fc210a31de4f7,f78025efb942fa437b17,Vistara,MAA - BOM,279,False,Matched,10938.67,NETBANKING,Recorded
B1619,UK042,2026-02-05 11:37:36,PENDING,13A,fe934a263f6da1ef48bae751ac38de78f000472728035c4f073fc210a31de4f7,f78025efb942fa437b17,Vistara,MAA - BOM,279,False,Matched,8605.08,UPI,Recorded
B1619,UK042,2026-02-05 11:37:36,PENDING,13A,fe934a263f6da1ef48bae751ac38de78f000472728035c4f073fc210a31de4f7,f78025efb942fa437b17,Vistara,MAA - BOM,279,False,Matched,14108.86,CARD,Recorded
B1620,AI169,2026-02-24 11:37:36,PENDING,1B,b4a409e1b4a7bed0444bc29bbc79a15d3573917ef3db6a6956a2a3d5d3ede941,411e717078dd40e5783e,Air India,CCU - DEL,253,False,Matched,5731.24,UPI,Recorded
B1620,AI169,2026-02-24 11:37:36,PENDING,1B,b4a409e1b4a7bed0444bc29bbc79a15d3573917ef3db6a6956a2a3d5d3ede941,411e717078dd40e5783e,Air India,CCU - DEL,253,False,Matched,13683.85,NETBANKING,Recorded
B1620,AI169,2026-02-24 11:37:36,PENDING,1B,b4a409e1b4a7bed0444bc29bbc79a15d3573917ef3db6a6956a2a3d5d3ede941,411e717078dd40e5783e,Air India,CCU - DEL,253,False,Matched,3518.55,UPI,Recorded
B1620,AI169,2026-02-24 11:37:36,PENDING,1B,b4a409e1b4a7bed0444bc29bbc79a15d3573917ef3db6a6956a2a3d5d3ede941,411e717078dd40e5783e,Air India,CCU - DEL,253,False,Matched,10875.33,UPI,Recorded
B1621,6F021,2025-12-21 11:37:36,PENDING,27A,838b3199f1ac962e61d2a6fce3d9493a832e7fa93035ecd84dae0e27c66a5c75,99dc18a3491637212e3a,IndiGo,BLR - MAA,242,False,Matched,3524.98,UPI,Recorded
B1621,6F021,2025-12-21 11:37:36,PENDING,27A,838b3199f1ac962e61d2a6fce3d9493a832e7fa93035ecd84dae0e27c66a5c75,99dc18a3491637212e3a,IndiGo,BLR - MAA,242,False,Matched,8280.27,UPI,Recorded
B1622,SJ046,2025-06-23 11:37:36,PENDING,19F,bd66da9450da4aaad0af668f64c5820c30d0baa8ee2df3ec4680d2146ca34140,c8ce3e37664c875e39ac,Spicejet,BOM - MAA,204,False,Matched,11617.72,UPI,Recorded
B1622,SJ046,2025-06-23 11:37:36,PENDING,19F,bd66da9450da4aaad0af668f64c5820c30d0baa8ee2df3ec4680d2146ca34140,c8ce3e37664c875e39ac,Spicejet,BOM - MAA,204,False,Matched,12378.6,CARD,Recorded
B1622,SJ046,2025-06-23 11:37:36,PENDING,19F,bd66da9450da4aaad0af668f64c5820c30d0baa8ee2df3ec4680d2146ca34140,c8ce3e37664c875e39ac,Spicejet,BOM - MAA,204,False,Matched,12642.38,UPI,Recorded
B1623,AI211,2025-08-17 11:37:36,CANCELLED,22B,d2c5c812ab21497e9cea67ccded9069b32cf594952f6cfc653f86adb26baccf9,3fd402adc298c16ff24c,Air India,DEL - CCU,107,False,Matched,11011.07,NETBANKING,Recorded
B1623,AI211,2025-08-17 11:37:36,CANCELLED,22B,d2c5c812ab21497e9cea67ccded9069b32cf594952f6cfc653f86adb26baccf9,3fd402adc298c16ff24c,Air India,DEL - CCU,107,False,Matched,10849.11,CARD,Recorded
B1623,AI211,2025-08-17 11:37:36,CANCELLED,22B,d2c5c812ab21497e9cea67ccded9069b32cf594952f6cfc653f86adb26baccf9,3fd402adc298c16ff24c,Air India,DEL - CCU,107,False,Matched,2351.71,CARD,Recorded
B1623,AI211,2025-08-17 11:37:36,CANCELLED,22B,d2c5c812ab21497e9cea67ccded9069b32cf594952f6cfc653f86adb26baccf9,3fd402adc298c16ff24c,Air India,DEL - CCU,107,False,Matched,12916.9,UPI,Recorded
